RNE;ECOLE;Adresse;Code postal;commune;Telephone;Mail;circonscription
0941380P;Ecole élémentaire Savignat;2 allée de la Côte d'Or;94000;Créteil;0145130551;ce.0941380P@ac-creteil.fr;Circonscription  de Créteil 2
0941388Y;Ecole élémentaire Jules Verne;9 avenue de la Commune de Paris;94400;Vitry-sur-Seine;0147183973;ce.0941388Y@ac-creteil.fr;Circonscription  de Vitry-sur-Seine 2
0941396G;Ecole maternelle les Châtaigniers;37 avenue des Châtaigniers;94470;Boissy-Saint-Léger;0145691783;ce.0941396G@ac-creteil.fr;Circonscription  de Boissy-Saint-Léger
0941443H;Ecole maternelle Clément Ader;18 rue Clément Ader;94430;Chennevières-sur-Marne;0145766503;ce.0941443H@ac-creteil.fr;Circonscription  de Champigny-sur-Marne 2
0941445K;Ecole maternelle Alain Gerbault;1 rue Charles Gounod;94000;Créteil;0145172292;ce.0941445K@ac-creteil.fr;Circonscription  de Créteil 1
0941494N;Ecole maternelle Jacques Prévert;59 avenue de Valenton;94450;Limeil-Brévannes;0145692294;ce.0941494N@ac-creteil.fr;Circonscription  de Boissy-Saint-Léger
0941496R;Ecole maternelle Eugénie Cotton;47 rue Maurice Coutant;94200;Ivry-sur-Seine;0149602616;ce.0941496R@ac-creteil.fr;Circonscription  d'Ivry-sur-Seine
0941513J;Ecole maternelle Pauline Kergomard;32 bis allée des Clématites;94510;La Queue-en-Brie;0149626226;ce.0941513J@ac-creteil.fr;Circonscription  de Marolles-en-Brie
0941539M;Ecole maternelle Fontaine de Villiers;1 avenue du Fort;94370;Sucy-en-Brie;0145903299;ce.0941539M@ac-creteil.fr;Circonscription  de Marolles-en-Brie
0941545U;Ecole maternelle la Maréchale;206 avenue de la Maréchale;94420;Le Plessis-Trévise;0183904622;ce.0941545U@ac-creteil.fr;Circonscription  de Villiers-sur-Marne
0941547W;Ecole maternelle Georges Pompidou;16 rue Georges Gaume;94700;Maisons-Alfort;0145184252;ce.0941547W@ac-creteil.fr;Circonscription  de Maisons-Alfort
0941608M;Ecole élémentaire Paul Langevin;97 rue Paul Armangot;94400;Vitry-sur-Seine;0143911562;ce.0941608M@ac-creteil.fr;Circonscription  de Vitry-sur-Seine 1
0941625F;Ecole maternelle Victor Hugo;Allée Jacques Prévert;94250;Gentilly;0149699596;ce.0941625F@ac-creteil.fr;Circonscription  d'Arcueil
0941626G;Ecole maternelle Réveillon;2 impasse du Mont Ezard;94440;Villecresnes;0145693551;ce.0941626G@ac-creteil.fr;Circonscription  de Boissy-Saint-Léger
0941627H;Ecole maternelle les Buissons;2 rue des Bruyères;94440;Marolles-en-Brie;0145950065;ce.0941627H@ac-creteil.fr;Circonscription  de Marolles-en-Brie
0941818R;Ecole maternelle Joseph Clouet;11 rue Georges Huchon;94300;Vincennes;0143654298;ce.0941818R@ac-creteil.fr;Circonscription  de Vincennes
0941840P;Ecole maternelle Jeanine Le Cleach;20 place des Bouleaux;94000;Créteil;0142074134;ce.0941840P@ac-creteil.fr;Circonscription  de Créteil 2
0941881J;Ecole maternelle Eugène Delacroix;27 bis rue du Maréchal Leclerc;94410;Saint-Maurice;0145188187;ce.0941881J@ac-creteil.fr;Circonscription  de Maisons-Alfort
0941894Y;Ecole maternelle la Ferme de Monsieur;Allée Robert de Dreux;94520;Mandres-les-Roses;0145989842;ce.0941894Y@ac-creteil.fr;Circonscription  de Marolles-en-Brie
0941902G;Ecole primaire Hautes Bruyères;18 avenue des Hautes Bruyères;94800;Villejuif;0147267164;ce.0941902G@ac-creteil.fr;Circonscription  de Villejuif
0941945D;Ecole maternelle la Source;Square des Griffons;94000;Créteil;0149560105;ce.0941945D@ac-creteil.fr;Circonscription  de Créteil 2
0941946E;Ecole maternelle Jean Zay;8 allée Mozart;94190;Villeneuve-Saint-Georges;0143894188;ce.0941946E@ac-creteil.fr;Circonscription  de Villeneuve-Saint-Georges
0942037D;Ecole primaire Louis Daguerre;25 rue Louis Daguerre;94360;Bry-sur-Marne;0148813360;ce.0942037D@ac-creteil.fr;Circonscription  de Villiers-sur-Marne
0942039F;Ecole élémentaire publique Guy Moquet;33 rue Guy Môquet;94130;Nogent-sur-Marne;0188296545;ce.0942039F@ac-creteil.fr;Circonscription  de Nogent-sur-Marne
0942081B;Ecole élémentaire Irène Joliot-Curie;15 bis rue du Docteur Calmette;94310;Orly;0148902467;ce.0942081B@ac-creteil.fr;Circonscription d'inspection  du 1er degre d'Orly
0942091M;Ecole maternelle Henri Arles;5 rue Auguste Delaune;94380;Bonneuil-sur-Marne;0156711065;ce.0942091M@ac-creteil.fr;Circonscription  de Bonneuil-sur-Marne
0942106D;Ecole maternelle la Petite Saussaie;2 rue de la Petite Saussaie;94400;Vitry-sur-Seine;0171806970;ce.0942106D@ac-creteil.fr;Circonscription  de Vitry-sur-Seine 1
0942108F;Ecole maternelle Robert Desnos;Rue Paul Lafargue;94270;Le Kremlin-Bicêtre;0145150082;ce.0942108F@ac-creteil.fr;Circonscription  d'Arcueil
0942135K;Ecole maternelle Pasteur;4 avenue de la Croix du Sud;94550;Chevilly-Larue;0145474350;ce.0942135K@ac-creteil.fr;Circonscription  de Vitry-sur-Seine 1
0942168W;Ecole primaire Emilie et Germaine Tillon;20 boulevard de la Guyane;94160;Saint-Mandé;0153661725;ce.0942168W@ac-creteil.fr;Circonscription  de Vincennes
0942197C;Ecole élémentaire Marie Louise et Marcel Salmon;Allée Maurice Clément;94420;Le Plessis-Trévise;0183904625;ce.0942197C@ac-creteil.fr;Circonscription  de Villiers-sur-Marne
0942210S;Ecole primaire Guy Moquet;24 rue Mirabeau;94200;Ivry-sur-Seine;0172046642;ce.0942210S@ac-creteil.fr;Circonscription  d'Ivry-sur-Seine
0942211T;Ecole primaire Jean-Louis Marquèze;5 ter rue Jean Marie Prugnot;94450;Limeil-Brévannes;0145100914;ce.0942211T@ac-creteil.fr;Circonscription  de Boissy-Saint-Léger
0942218A;Ecole élémentaire Léonard de Vinci;2 ter rue Jacques Kablé;94130;Nogent-sur-Marne;0188296430;ce.0942218A@ac-creteil.fr;Circonscription  de Nogent-sur-Marne
0942220C;Ecole maternelle Les Tulipes;Impasse des Fournières;94260;Fresnes;0178682556;ce.0942220C@ac-creteil.fr;Circonscription  de Fresnes
0942221D;Ecole maternelle Maurice Thorez 1;22 rue du 11 Novembre 1918;94500;Champigny-sur-Marne;0155984101;ce.0942221D@ac-creteil.fr;Circonscription  de Champigny-sur-Marne 2
0942238X;Ecole maternelle Anatole France;117 rue Balzac;94400;Vitry-sur-Seine;0146828032;ce.0942238X@ac-creteil.fr;Circonscription  de Vitry-sur-Seine 2
0942243C;Ecole primaire Val Roger;5 allée du Tramway;94420;Le Plessis-Trévise;0183904560;ce.0942243C@ac-creteil.fr;Circonscription  de Villiers-sur-Marne
0942363H;Ecole élémentaire spécialisée Les Guiblets;86 boulevard John Kennedy;94000;Créteil;0141945422;ce.0942363H@ac-creteil.fr;Circonscription  de Créteil 2
0942418T;Ecole élémentaire Simone Veil;100 boulevard de Stalingrad;94500;Champigny-sur-Marne;0153669223;ce.0942418T@ac-creteil.fr;Circonscription  de Champigny-sur-Marne 1
0942420V;Ecole élémentaire Anatole France;8 avenue Anatole France;94220;Charenton-le-Pont;0146764832;ce.0942420V@ac-creteil.fr;Circonscription  d'Alfortville
0942440S;Ecole primaire Simone Veil;5 passage de la Pyramide;94800;Villejuif;0186933400;ce.0942440S@ac-creteil.fr;Circonscription  de Villejuif
0942487T;Ecole élémentaire Anne Sylvestre;6 ter rue Galilée;94200;Ivry-sur-Seine;0172046660;ce.0942487T@ac-creteil.fr;Circonscription  d'Ivry-sur-Seine
0942507P;Ecole primaire Germaine Sablon;36 boulevard d'Alsace Lorraine;94170;Le Perreux-sur-Marne;0141935047;ce.0942507P@ac-creteil.fr;Circonscription  de Nogent-sur-Marne
0942511U;Ecole maternelle Anne Sylvestre;1 avenue Paul Verlaine;94190;Villeneuve-Saint-Georges;0145691848;ce.0942511U@ac-creteil.fr;Circonscription  de Villeneuve-Saint-Georges
0942569G;Ecole primaire Frida Kahlo;6 promenade Arthur Rimbaud;94550;Chevilly-Larue;0148900660;ce.0942569G@ac-creteil.fr;Circonscription  de Vitry-sur-Seine 1
0942617J;Ecole primaire Joséphine Baker;12 rue de Choisy;94400;Vitry-sur-Seine;;ce.0942617J@ac-creteil.fr;Circonscription  de Vitry-sur-Seine 2
0940440T;Ecole maternelle Centre;61 avenue Georges Clemenceau;94170;Le Perreux-sur-Marne;0141936662;ce.0940440T@ac-creteil.fr;Circonscription  de Nogent-sur-Marne
0940502K;Ecole maternelle Joliot Curie;21 rue Saint-Just;94200;Ivry-sur-Seine;0149602613;ce.0940502K@ac-creteil.fr;Circonscription  d'Ivry-sur-Seine
0940503L;Ecole maternelle Les Buttes;45 avenue Sainte-Marie;94000;Créteil;0145172282;ce.0940503L@ac-creteil.fr;Circonscription  de Créteil 2
0940639J;Ecole élémentaire Saint Exupéry A;8 rue Saint-Exupéry;94190;Villeneuve-Saint-Georges;0143891335;ce.0940639J@ac-creteil.fr;Circonscription  de Villeneuve-Saint-Georges
0940696W;Ecole élémentaire Centre;6 rue des écoles;94370;Sucy-en-Brie;0145902423;ce.0940696W@ac-creteil.fr;Circonscription  de Marolles-en-Brie
0940152E;Ecole élémentaire Le Parc;23 rue Paul Carle;94600;Choisy-le-Roi;0148840491;ce.0940152E@ac-creteil.fr;Circonscription  de Choisy-le-Roi
0940156J;Ecole élémentaire Centre;6 avenue Auguste Marin;94100;Saint-Maur-des-Fossés;0142838817;ce.0940156J@ac-creteil.fr;Circonscription  de Saint-Maur-des-Fossés
0940163S;Ecole élémentaire Montesquieu;57 rue Charles Fourier;94400;Vitry-sur-Seine;0155530011;ce.0940163S@ac-creteil.fr;Circonscription  de Vitry-sur-Seine 2
0940170Z;Ecole élémentaire Paul Bert A;17 rue du Nivernais;94550;Chevilly-Larue;0146865385;ce.0940170Z@ac-creteil.fr;Circonscription  de Vitry-sur-Seine 1
0940173C;Ecole élémentaire Est Liberation;106 rue Diderot;94300;Vincennes;0148085052;ce.0940173C@ac-creteil.fr;Circonscription  de Vincennes
0940180K;Ecole élémentaire Etienne Dolet;23 rue Etienne Dolet;94140;Alfortville;0143762364;ce.0940180K@ac-creteil.fr;Circonscription  d'Alfortville
0940181L;Ecole élémentaire Diderot;5 avenue Eugène Pelletan;94400;Vitry-sur-Seine;0146828136;ce.0940181L@ac-creteil.fr;Circonscription  de Vitry-sur-Seine 2
0940193Z;Ecole élémentaire Val de Beauté;6 rue Bauyn de Perreuse;94130;Nogent-sur-Marne;0188296590;ce.0940193Z@ac-creteil.fr;Circonscription  de Nogent-sur-Marne
0940215Y;Ecole élémentaire Roland Vernaudon;3 avenue Lamartine;94300;Vincennes;0148085949;ce.0940215Y@ac-creteil.fr;Circonscription  de Vincennes
0940318K;Ecole élémentaire Jean Moulin;87 avenue de la Victoire;94310;Orly;0148902506;ce.0940318K@ac-creteil.fr;Circonscription d'inspection  du 1er degre d'Orly
0940327V;Ecole élémentaire Pasteur;4 avenue de la Croix du Sud;94550;Chevilly-Larue;0145474350;ce.0940327V@ac-creteil.fr;Circonscription  de Vitry-sur-Seine 1
0940340J;Ecole élémentaire Michelet;2 avenue Michelet;94100;Saint-Maur-des-Fossés;0142838823;ce.0940340J@ac-creteil.fr;Circonscription  de Saint-Maur-des-Fossés
0940350V;Ecole élémentaire Maurice Thorez B;62 avenue Maurice Thorez;94200;Ivry-sur-Seine;0149602624;ce.0940350V@ac-creteil.fr;Circonscription  d'Ivry-sur-Seine
0940353Y;Ecole élémentaire Pasteur B;4 rue Pasteur;94120;Fontenay-sous-Bois;0149747987;ce.0940353Y@ac-creteil.fr;Circonscription  de Fontenay-sous-Bois
0940354Z;Ecole élémentaire Pasteur;48 rue Pasteur;94800;Villejuif;0146787679;ce.0940354Z@ac-creteil.fr;Circonscription  de Villejuif
0940375X;Ecole élémentaire Condorcet;4 rue de Vénus;94700;Maisons-Alfort;0156721770;ce.0940375X@ac-creteil.fr;Circonscription  de Maisons-Alfort
0940379B;Ecole élémentaire Makarenko A;1 rue Camille Blanc;94400;Vitry-sur-Seine;0155531573;ce.0940379B@ac-creteil.fr;Circonscription  de Vitry-sur-Seine 2
0940381D;Ecole élémentaire Les Blondeaux;80 rue de Chalais;94240;L'Haÿ-les-Roses;0149739610;ce.0940381D@ac-creteil.fr;Circonscription  de Cachan
0940382E;Ecole élémentaire Paul Eluard A;3 rue de Burnley;94400;Vitry-sur-Seine;0146828459;ce.0940382E@ac-creteil.fr;Circonscription  de Vitry-sur-Seine 1
0940401A;Ecole maternelle Edouard Cazaux;65 avenue du Bac;94100;Saint-Maur-des-Fossés;0148836124;ce.0940401A@ac-creteil.fr;Circonscription  de Saint-Maur-des-Fossés
0940411L;Ecole maternelle Blaise Pascal;50 rue Victor Ruiz;94400;Vitry-sur-Seine;0146828314;ce.0940411L@ac-creteil.fr;Circonscription  de Vitry-sur-Seine 2
0940422Y;Ecole maternelle Jean Lurçat;11 avenue Mahsa Jina Amini;94250;Gentilly;0146573203;ce.0940422Y@ac-creteil.fr;Circonscription  d'Arcueil
0940431H;Ecole maternelle Ouest;3 rue de l'Egalité;94300;Vincennes;0148080117;ce.0940431H@ac-creteil.fr;Circonscription  de Vincennes
0940438R;Ecole maternelle Champignol;12 rue Gaston;94100;Saint-Maur-des-Fossés;0148836367;ce.0940438R@ac-creteil.fr;Circonscription  de Saint-Maur-des-Fossés
0940448B;Ecole maternelle Irène Joliot Curie;2 rue Irène Joliot-Curie;94500;Champigny-sur-Marne;0155092232;ce.0940448B@ac-creteil.fr;Circonscription  de Champigny-sur-Marne 1
0940451E;Ecole maternelle Jean Jaurès;10 rue Désiré Granet;94400;Vitry-sur-Seine;0146828065;ce.0940451E@ac-creteil.fr;Circonscription  de Vitry-sur-Seine 2
0940460P;Ecole maternelle Jules Ferry;10 rue Jules Ferry;94170;Le Perreux-sur-Marne;0153481131;ce.0940460P@ac-creteil.fr;Circonscription  de Nogent-sur-Marne
0940464U;Ecole maternelle Marcel Cachin;91 rue Jules Lagaisse;94400;Vitry-sur-Seine;0626603155;ce.0940464U@ac-creteil.fr;Circonscription  de Vitry-sur-Seine 1
0940480L;Ecole maternelle Noyer Grenot;12 rue Pierre Corneille;94310;Orly;0148847921;ce.0940480L@ac-creteil.fr;Circonscription d'inspection  du 1er degre d'Orly
0940485S;Ecole maternelle Maurice Thorez;62 avenue Maurice Thorez;94200;Ivry-sur-Seine;0149602622;ce.0940485S@ac-creteil.fr;Circonscription  d'Ivry-sur-Seine
0940489W;Ecole maternelle Paul Bert;2 rue Paul Bert;94700;Maisons-Alfort;0149776315;ce.0940489W@ac-creteil.fr;Circonscription  de Maisons-Alfort
0940490X;Ecole maternelle Victor Hugo;4 rue Paul Francois Avet;94000;Créteil;0145170160;ce.0940490X@ac-creteil.fr;Circonscription  de Créteil 1
0940495C;Ecole maternelle Paul Doumer;170 avenue Pierre Brossolette;94170;Le Perreux-sur-Marne;0153481155;ce.0940495C@ac-creteil.fr;Circonscription  de Nogent-sur-Marne
0940504M;Ecole maternelle Savignat;2 allée de la Côte d'Or;94000;Créteil;0145130552;ce.0940504M@ac-creteil.fr;Circonscription  de Créteil 2
0940510U;Ecole maternelle Danielle Casanova;26 avenue du Général de Gaulle;94110;Arcueil;0147357184;ce.0940510U@ac-creteil.fr;Circonscription  d'Arcueil
0941342Y;Ecole maternelle Charles Péguy;17 rue Frédéric Passy;94350;Villiers-sur-Marne;0149419412;ce.0941342Y@ac-creteil.fr;Circonscription  de Villiers-sur-Marne
0940164T;Ecole élémentaire Irène Joliot-Curie A;Rue Saint-Germain;94400;Vitry-sur-Seine;0146828344;ce.0940164T@ac-creteil.fr;Circonscription  de Vitry-sur-Seine 2
0940430G;Ecole maternelle Victor Hugo;39 rue des écoles;94140;Alfortville;0143756358;ce.0940430G@ac-creteil.fr;Circonscription  d'Alfortville
0940640K;Ecole élémentaire Saint Exupéry B;8 rue Saint-Exupéry;94190;Villeneuve-Saint-Georges;0143826360;ce.0940640K@ac-creteil.fr;Circonscription  de Villeneuve-Saint-Georges
0940673W;Ecole élémentaire Martine Soulié;2 rue Julie-Victoire Daubié;94450;Limeil-Brévannes;0156864474;ce.0940673W@ac-creteil.fr;Circonscription  de Boissy-Saint-Léger
0940737R;Ecole maternelle Saint-Exupéry;8 rue Saint-Exupéry;94190;Villeneuve-Saint-Georges;0143891415;ce.0940737R@ac-creteil.fr;Circonscription  de Villeneuve-Saint-Georges
0941255D;Ecole maternelle Chateaubriand;Avenue Corvisart;94000;Créteil;0145172892;ce.0941255D@ac-creteil.fr;Circonscription  de Créteil 1
0940531S;Ecole élémentaire Romain Rolland A;Avenue Molière;94310;Orly;0148902497;ce.0940531S@ac-creteil.fr;Circonscription d'inspection  du 1er degre d'Orly
0940539A;Ecole élémentaire Marcel Cachin B;Allée Louis Bréguet;94310;Orly;0148902532;ce.0940539A@ac-creteil.fr;Circonscription d'inspection  du 1er degre d'Orly
0940541C;Ecole maternelle Paul Eluard;Rue Amundsen;94310;Orly;0148902488;ce.0940541C@ac-creteil.fr;Circonscription d'inspection  du 1er degre d'Orly
0940553R;Ecole maternelle Eugénie Cotton;500 rue de Bernau;94500;Champigny-sur-Marne;0141774153;ce.0940553R@ac-creteil.fr;Circonscription  de Champigny-sur-Marne 1
0940636F;Ecole élémentaire Jules Ferry;48 rue Henri Janin;94190;Villeneuve-Saint-Georges;0143893487;ce.0940636F@ac-creteil.fr;Circonscription  de Villeneuve-Saint-Georges
0940675Y;Ecole élémentaire Piard;28 rue Piard;94450;Limeil-Brévannes;0145693260;ce.0940675Y@ac-creteil.fr;Circonscription  de Boissy-Saint-Léger
0940698Y;Ecole élémentaire Le Plateau;49 rue d'Estienne d'Orves;94370;Sucy-en-Brie;0145904165;ce.0940698Y@ac-creteil.fr;Circonscription  de Marolles-en-Brie
0940700A;Ecole primaire Grand Val;4 rue Jean-Jacques Rousseau;94370;Sucy-en-Brie;0145902382;ce.0940700A@ac-creteil.fr;Circonscription  de Marolles-en-Brie
0940714R;Ecole élémentaire Georges Hure;1 rue Saint-Leu;94520;Périgny;0145989174;ce.0940714R@ac-creteil.fr;Circonscription  de Marolles-en-Brie
0940719W;Ecole maternelle Cités Unies;2 rue Mascaux;94290;Villeneuve-le-Roi;0149613686;ce.0940719W@ac-creteil.fr;Circonscription d'inspection  du 1er degre d'Orly
0940729G;Ecole maternelle Parc du Château;2 rue du Parc;94440;Villecresnes;0145990428;ce.0940729G@ac-creteil.fr;Circonscription  de Boissy-Saint-Léger
0940747B;Ecole maternelle Paul Langevin;85 rue Sacco et Vanzetti;94460;Valenton;0143890220;ce.0940747B@ac-creteil.fr;Circonscription  de Bonneuil-sur-Marne
0940751F;Ecole maternelle Saint-Exupéry;5 rue de la Courre aux Lièvres;94480;Ablon-sur-Seine;0145970815;ce.0940751F@ac-creteil.fr;Circonscription d'inspection  du 1er degre d'Orly
0940762T;Ecole maternelle Albert Camus;137 rue de Brie;94000;Créteil;0145170305;ce.0940762T@ac-creteil.fr;Circonscription  de Créteil 2
0940763U;Ecole maternelle Jacques Solomon;25 rue Gagnée;94200;Ivry-sur-Seine;0149602619;ce.0940763U@ac-creteil.fr;Circonscription  d'Ivry-sur-Seine
0940766X;Ecole élémentaire Makarenko B;3 rue Camille Blanc;94400;Vitry-sur-Seine;0155531574;ce.0940766X@ac-creteil.fr;Circonscription  de Vitry-sur-Seine 2
0940863C;Ecole maternelle Salvador Allende;1 rue du Rouergue;94550;Chevilly-Larue;0146876943;ce.0940863C@ac-creteil.fr;Circonscription  de Vitry-sur-Seine 1
0940946T;Ecole maternelle Eugénie Cotton;31 impasse André Kommer;94400;Vitry-sur-Seine;0145150432;ce.0940946T@ac-creteil.fr;Circonscription  de Vitry-sur-Seine 1
0940948V;Ecole maternelle Romain Rolland;Allée Maxime Gorki;94120;Fontenay-sous-Bois;0171335784;ce.0940948V@ac-creteil.fr;Circonscription  de Fontenay-sous-Bois
0940952Z;Ecole élémentaire Marcel Cachin;Rue Francisco Ferrer;94460;Valenton;0143894780;ce.0940952Z@ac-creteil.fr;Circonscription  de Bonneuil-sur-Marne
0941061T;Ecole élémentaire Eugenie Cotton;31 impasse André Kommer;94400;Vitry-sur-Seine;0145150431;ce.0941061T@ac-creteil.fr;Circonscription  de Vitry-sur-Seine 1
0941115B;Ecole élémentaire Henri Wallon;6 allée Darius Milhaud;94460;Valenton;0143891681;ce.0941115B@ac-creteil.fr;Circonscription  de Bonneuil-sur-Marne
0941118E;Ecole élémentaire d'application Centre;49 rue du Maréchal Leclerc;94410;Saint-Maurice;0145188239;ce.0941118E@ac-creteil.fr;Circonscription  de Maisons-Alfort
0941125M;Ecole primaire Pierre Demont;62 avenue de Lattre de Tassigny;94120;Fontenay-sous-Bois;0149747688;ce.0941125M@ac-creteil.fr;Circonscription  de Fontenay-sous-Bois
0941251Z;Ecole élémentaire Anatole France A;92 avenue Boileau;94500;Champigny-sur-Marne;0153881063;ce.0941251Z@ac-creteil.fr;Circonscription  de Champigny-sur-Marne 2
0941263M;Ecole élémentaire La Vallée Aux Renards;Rue Roger Salengro;94240;L'Haÿ-les-Roses;0155521073;ce.0941263M@ac-creteil.fr;Circonscription  de Cachan
0941272X;Ecole maternelle Procession;2 rue de la Procession;94370;Sucy-en-Brie;0145903669;ce.0941272X@ac-creteil.fr;Circonscription  de Marolles-en-Brie
0941275A;Ecole maternelle Jean Vilar;10 bis rue René Hamon;94800;Villejuif;0147262416;ce.0941275A@ac-creteil.fr;Circonscription  de Villejuif
0941308L;Ecole maternelle Paul Vaillant-Couturier;54 rue des Bas Clayaux;94500;Champigny-sur-Marne;0153881200;ce.0941308L@ac-creteil.fr;Circonscription  de Champigny-sur-Marne 2
0941319Y;Ecole élémentaire Michelet;1 rue Michelet;94120;Fontenay-sous-Bois;0171335732;ce.0941319Y@ac-creteil.fr;Circonscription  de Fontenay-sous-Bois
0941323C;Ecole élémentaire Paul Bert;37 avenue du Général Leclerc;94700;Maisons-Alfort;0145184180;ce.0941323C@ac-creteil.fr;Circonscription  de Maisons-Alfort
0941324D;Ecole élémentaire Victor Hugo;85 rue Victor Hugo;94700;Maisons-Alfort;0158734145;ce.0941324D@ac-creteil.fr;Circonscription  de Maisons-Alfort
0941366Z;Ecole maternelle Henri Wallon 1;Rue Henri Wallon;94120;Fontenay-sous-Bois;0171335363;ce.0941366Z@ac-creteil.fr;Circonscription  de Fontenay-sous-Bois
0941376K;Ecole élémentaire Valmy;1 rue de Valmy;94220;Charenton-le-Pont;0146766608;ce.0941376K@ac-creteil.fr;Circonscription  d'Alfortville
0941395F;Ecole maternelle Suzanne Heinrich;Rue de Brie;94520;Périgny;0145699738;ce.0941395F@ac-creteil.fr;Circonscription  de Marolles-en-Brie
0941398J;Ecole maternelle Alphonse Daudet;4 rue du Général Koenig;94700;Maisons-Alfort;0149779711;ce.0941398J@ac-creteil.fr;Circonscription  de Maisons-Alfort
0941450R;Ecole élémentaire Alain Gerbaut;1 rue Charles Gounod;94000;Créteil;0145172291;ce.0941450R@ac-creteil.fr;Circonscription  de Créteil 1
0941457Y;Ecole élémentaire Maurice Denis;41 rue Maurice Pirolley;94500;Champigny-sur-Marne;0141778097;ce.0941457Y@ac-creteil.fr;Circonscription  de Champigny-sur-Marne 1
0941485D;Ecole élémentaire Eugene Voisin;4 rue Eugène Voisin;94340;Joinville-le-Pont;0148893215;ce.0941485D@ac-creteil.fr;Circonscription  de Nogent-sur-Marne
0941487F;Ecole élémentaire d'application Jacques Prévert B;2 rue Jacques Prévert;94470;Boissy-Saint-Léger;0145696657;ce.0941487F@ac-creteil.fr;Circonscription  de Boissy-Saint-Léger
0941495P;Ecole maternelle les Bruyères;30 boulevard de la Liberté;94370;Sucy-en-Brie;0145902785;ce.0941495P@ac-creteil.fr;Circonscription  de Marolles-en-Brie
0941544T;Ecole maternelle Pelloutier;16 rue Fernand Pelloutier;94800;Villejuif;0146783153;ce.0941544T@ac-creteil.fr;Circonscription  de Villejuif
0941549Y;Ecole maternelle Léo Lagrange;Avenue du Maréchal Lyautey;94000;Créteil;0156721472;ce.0941549Y@ac-creteil.fr;Circonscription  de Créteil 1
0941616W;Ecole élémentaire Pauline Kergomard;34 allée des Clématites;94510;La Queue-en-Brie;0149628191;ce.0941616W@ac-creteil.fr;Circonscription  de Marolles-en-Brie
0941697J;Ecole élémentaire Jean Rostand A;Allée Jean Rostand;94470;Boissy-Saint-Léger;0145991245;ce.0941697J@ac-creteil.fr;Circonscription  de Boissy-Saint-Léger
0941752U;Ecole élémentaire d'application Albert Einstein;9 allée du Parc;94200;Ivry-sur-Seine;0149602602;ce.0941752U@ac-creteil.fr;Circonscription  d'Ivry-sur-Seine
0941754W;Ecole élémentaire Pierre Mendès-France;2 place Pierre Mendès France;94000;Créteil;0158431071;ce.0941754W@ac-creteil.fr;Circonscription  de Créteil 2
0941857H;Ecole maternelle Lallier;29 rue Paul Hochart;94240;L'Haÿ-les-Roses;0146863726;ce.0941857H@ac-creteil.fr;Circonscription  de Cachan
0941858J;Ecole maternelle Nicolas Gatin;10 rue de La Varenne;94100;Saint-Maur-des-Fossés;0143972659;ce.0941858J@ac-creteil.fr;Circonscription  de Saint-Maur-des-Fossés
0941859K;Ecole maternelle George sand;1 rue Parmentier;94700;Maisons-Alfort;0149779883;ce.0941859K@ac-creteil.fr;Circonscription  de Maisons-Alfort
0941860L;Ecole maternelle Jacques Prévert;6 avenue de la République;94320;Thiais;0146827733;ce.0941860L@ac-creteil.fr;Circonscription  de Fresnes
0941901F;Ecole élémentaire l'Orme au Chat;3 place de l'Orme au Chat;94200;Ivry-sur-Seine;0172046550;ce.0941901F@ac-creteil.fr;Circonscription  d'Ivry-sur-Seine
0942029V;Ecole maternelle Françoise Dolto;12 rue Charles Bassée;94120;Fontenay-sous-Bois;0171335842;ce.0942029V@ac-creteil.fr;Circonscription  de Fontenay-sous-Bois
0942038E;Ecole élémentaire Jean-Jacques Gressier;31 avenue des Platanes;94340;Joinville-le-Pont;0148868315;ce.0942038E@ac-creteil.fr;Circonscription  de Nogent-sur-Marne
0942040G;Ecole maternelle Hector Berlioz;9 rue de Mesly;94700;Maisons-Alfort;0149778664;ce.0942040G@ac-creteil.fr;Circonscription  de Maisons-Alfort
0942090L;Ecole maternelle Annie Fratellini;23 voie Normande;94290;Villeneuve-le-Roi;0149612003;ce.0942090L@ac-creteil.fr;Circonscription d'inspection  du 1er degre d'Orly
0942092N;Ecole élémentaire Henri Arles;Rue Auguste Delaune;94380;Bonneuil-sur-Marne;0156711066;ce.0942092N@ac-creteil.fr;Circonscription  de Bonneuil-sur-Marne
0942094R;Ecole élémentaire Les Sarrazins;51 rue des Sarrazins;94000;Créteil;0156711121;ce.0942094R@ac-creteil.fr;Circonscription  de Créteil 2
0942102Z;Ecole maternelle Frédéric Joliot-Curie;10 rue des Hautes Bornes;94310;Orly;0148902468;ce.0942102Z@ac-creteil.fr;Circonscription d'inspection  du 1er degre d'Orly
0942165T;Ecole primaire Jean Monnet;19 avenue des Murs du Parc;94300;Vincennes;0153669880;ce.0942165T@ac-creteil.fr;Circonscription  de Vincennes
0942199E;Ecole primaire Moulin à Vent;12 avenue du Moulin à Vent;94430;Chennevières-sur-Marne;0145760295;ce.0942199E@ac-creteil.fr;Circonscription  de Champigny-sur-Marne 2
0942236V;Ecole élémentaire Marcel Cachin;22 rue de Chevilly;94800;Villejuif;0146776262;ce.0942236V@ac-creteil.fr;Circonscription  de Villejuif
0942275M;Ecole élémentaire Jean Monnet - Jean Moulin;34 avenue Bertrand;94420;Le Plessis-Trévise;0183904628;ce.0942275M@ac-creteil.fr;Circonscription  de Villiers-sur-Marne
